"DiffPos","S1","S2","Contrast","PhonX","FeatX"
"VC","pib","piD","pib-piD","b-D","manXplc_obs"
"VC","pib","pif","pib-pif","b-f","voiXman"
"VC","pib","pig","pib-pig","b-g","plc_plos"
"VC","pib","pij","pib-pij","b-j","manXplc_obs"
"VC","pib","pik","pib-pik","b-k","voiXplc"
"VC","pib","pil","pib-pil","b-l","multi"
"VC","pib","pim","pib-pim","b-m","nasXson"
"VC","pib","pin","pib-pin","b-n","multi"
"VC","pib","piN","pib-piN","b-N","multi"
"VC","pib","pip","pib-pip","b-p","voi_plos"
"VC","pib","pir","pib-pir","b-r","multi"
"VC","pib","pis","pib-pis","b-s","multi"
"VC","pib","piS","pib-piS","b-S","multi"
"VC","pib","pit","pib-pit","b-t","voiXplc"
"VC","pib","piT","pib-piT","b-T","multi"
"VC","pib","piv","pib-piv","b-v","man_obs"
"VC","pib","piz","pib-piz","b-z","manXplc_obs"
"VC","pic","pid","pic-pid","c-d","multi"
"VC","pic","piD","pic-piD","c-D","multi"
"VC","pic","pif","pic-pif","c-f","manXplc_obs"
"VC","pic","pig","pic-pig","c-g","multi"
"VC","pic","pij","pic-pij","c-j","voi_aff"
"VC","pic","pik","pic-pik","c-k","manXplc_obs"
"VC","pic","pil","pic-pil","c-l","multi"
"VC","pic","pim","pic-pim","c-m","multi"
"VC","pic","pin","pic-pin","c-n","multi"
"VC","pic","piN","pic-piN","c-N","multi"
"VC","pic","pip","pic-pip","c-p","manXplc_obs"
"VC","pic","pir","pic-pir","c-r","multi"
"VC","pic","pis","pic-pis","c-s","manXplc_obs"
"VC","pic","piS","pic-piS","c-S","man_obs"
"VC","pic","pit","pic-pit","c-t","manXplc_obs"
"VC","pic","piT","pic-piT","c-T","manXplc_obs"
"VC","pic","piv","pic-piv","c-v","multi"
"VC","pic","piz","pic-piz","c-z","multi"
"VC","pid","piD","pid-piD","d-D","manXplc_obs"
"VC","pid","pif","pid-pif","d-f","multi"
"VC","pid","pig","pid-pig","d-g","plc_plos"
"VC","pid","pij","pid-pij","d-j","manXplc_obs"
"VC","pid","pik","pid-pik","d-k","voiXplc"
"VC","pid","pil","pid-pil","d-l","multi"
"VC","pid","pim","pid-pim","d-m","multi"
"VC","pid","pin","pid-pin","d-n","nasXson"
"VC","pid","piN","pid-piN","d-N","multi"
"VC","pid","pip","pid-pip","d-p","voiXplc"
"VC","pid","pir","pid-pir","d-r","multi"
"VC","pid","pis","pid-pis","d-s","voiXman"
"VC","pid","piS","pid-piS","d-S","multi"
"VC","pid","pit","pid-pit","d-t","voi_plos"
"VC","pid","piT","pid-piT","d-T","multi"
"VC","pid","piv","pid-piv","d-v","manXplc_obs"
"VC","pid","piz","pid-piz","d-z","man_obs"
"VC","piD","pif","piD-pif","D-f","voiXplc"
"VC","piD","pig","piD-pig","D-g","manXplc_obs"
"VC","piD","pij","piD-pij","D-j","manXplc_obs"
"VC","piD","pik","piD-pik","D-k","multi"
"VC","piD","pil","piD-pil","D-l","multi"
"VC","piD","pim","piD-pim","D-m","multi"
"VC","piD","pin","piD-pin","D-n","multi"
"VC","piD","piN","piD-piN","D-N","multi"
"VC","piD","pip","piD-pip","D-p","multi"
"VC","piD","pir","piD-pir","D-r","multi"
"VC","piD","pis","piD-pis","D-s","voiXplc"
"VC","piD","piS","piD-piS","D-S","voiXplc"
"VC","piD","pit","piD-pit","D-t","voiXman"
"VC","piD","piT","piD-piT","D-T","voi_fric"
"VC","piD","piv","piD-piv","D-v","plc_fric"
"VC","piD","piz","piD-piz","D-z","plc_fric"
"VC","pif","pig","pif-pig","f-g","multi"
"VC","pif","pij","pif-pij","f-j","multi"
"VC","pif","pik","pif-pik","f-k","manXplc_obs"
"VC","pif","pil","pif-pil","f-l","multi"
"VC","pif","pim","pif-pim","f-m","multi"
"VC","pif","pin","pif-pin","f-n","multi"
"VC","pif","piN","pif-piN","f-N","multi"
"VC","pif","pip","pif-pip","f-p","man_obs"
"VC","pif","pir","pif-pir","f-r","multi"
"VC","pif","pis","pif-pis","f-s","plc_fric"
"VC","pif","piS","pif-piS","f-S","plc_fric"
"VC","pif","pit","pif-pit","f-t","manXplc_obs"
"VC","pif","piT","pif-piT","f-T","plc_fric"
"VC","pif","piv","pif-piv","f-v","voi_fric"
"VC","pif","piz","pif-piz","f-z","voiXplc"
"VC","pig","pij","pig-pij","g-j","manXplc_obs"
"VC","pig","pik","pig-pik","g-k","voi_plos"
"VC","pig","pil","pig-pil","g-l","multi"
"VC","pig","pim","pig-pim","g-m","multi"
"VC","pig","pin","pig-pin","g-n","multi"
"VC","pig","piN","pig-piN","g-N","nasXson"
"VC","pig","pip","pig-pip","g-p","voiXplc"
"VC","pig","pir","pig-pir","g-r","multi"
"VC","pig","pis","pig-pis","g-s","multi"
"VC","pig","piS","pig-piS","g-S","multi"
"VC","pig","pit","pig-pit","g-t","voiXplc"
"VC","pig","piT","pig-piT","g-T","multi"
"VC","pig","piv","pig-piv","g-v","manXplc_obs"
"VC","pig","piz","pig-piz","g-z","manXplc_obs"
"VC","pij","pik","pij-pik","j-k","multi"
"VC","pij","pil","pij-pil","j-l","multi"
"VC","pij","pim","pij-pim","j-m","multi"
"VC","pij","pin","pij-pin","j-n","multi"
"VC","pij","piN","pij-piN","j-N","multi"
"VC","pij","pip","pij-pip","j-p","multi"
"VC","pij","pir","pij-pir","j-r","multi"
"VC","pij","pis","pij-pis","j-s","multi"
"VC","pij","piS","pij-piS","j-S","voiXman"
"VC","pij","pit","pij-pit","j-t","voiXman"
"VC","pij","piT","pij-piT","j-T","multi"
"VC","pij","piv","pij-piv","j-v","manXplc_obs"
"VC","pij","piz","pij-piz","j-z","manXplc_obs"
"VC","pik","pil","pik-pil","k-l","multi"
"VC","pik","pim","pik-pim","k-m","multi"
"VC","pik","pin","pik-pin","k-n","multi"
"VC","pik","piN","pik-piN","k-N","multi"
"VC","pik","pip","pik-pip","k-p","plc_plos"
"VC","pik","pir","pik-pir","k-r","multi"
"VC","pik","pis","pik-pis","k-s","manXplc_obs"
"VC","pik","piS","pik-piS","k-S","manXplc_obs"
"VC","pik","pit","pik-pit","k-t","plc_plos"
"VC","pik","piT","pik-piT","k-T","manXplc_obs"
"VC","pik","piv","pik-piv","k-v","multi"
"VC","pik","piz","pik-piz","k-z","multi"
"VC","pil","pim","pil-pim","l-m","manXplc_son"
"VC","pil","pin","pil-pin","l-n","nasXlat"
"VC","pil","piN","pil-piN","l-N","manXplc_son"
"VC","pil","pip","pil-pip","l-p","multi"
"VC","pil","pir","pil-pir","l-r","man_son"
"VC","pil","pis","pil-pis","l-s","multi"
"VC","pil","piS","pil-piS","l-S","multi"
"VC","pil","pit","pil-pit","l-t","multi"
"VC","pil","piT","pil-piT","l-T","multi"
"VC","pil","piv","pil-piv","l-v","multi"
"VC","pil","piz","pil-piz","l-z","multi"
"VC","pim","pin","pim-pin","m-n","plc_nas"
"VC","pim","piN","pim-piN","m-N","plc_nas"
"VC","pim","pip","pim-pip","m-p","multi"
"VC","pim","pir","pim-pir","m-r","manXplc_son"
"VC","pim","pis","pim-pis","m-s","multi"
"VC","pim","piS","pim-piS","m-S","multi"
"VC","pim","pit","pim-pit","m-t","multi"
"VC","pim","piT","pim-piT","m-T","multi"
"VC","pim","piv","pim-piv","m-v","multi"
"VC","pim","piz","pim-piz","m-z","multi"
"VC","pin","piN","pin-piN","n-N","plc_nas"
"VC","pin","pip","pin-pip","n-p","multi"
"VC","pin","pir","pin-pir","n-r","man_son"
"VC","pin","pis","pin-pis","n-s","multi"
"VC","pin","piS","pin-piS","n-S","multi"
"VC","pin","pit","pin-pit","n-t","multi"
"VC","pin","piT","pin-piT","n-T","multi"
"VC","pin","piv","pin-piv","n-v","multi"
"VC","pin","piz","pin-piz","n-z","multi"
"VC","piN","pip","piN-pip","N-p","multi"
"VC","piN","pir","piN-pir","N-r","manXplc_son"
"VC","piN","pis","piN-pis","N-s","multi"
"VC","piN","piS","piN-piS","N-S","multi"
"VC","piN","pit","piN-pit","N-t","multi"
"VC","piN","piT","piN-piT","N-T","multi"
"VC","piN","piv","piN-piv","N-v","multi"
"VC","piN","piz","piN-piz","N-z","multi"
"VC","pip","pir","pip-pir","p-r","multi"
"VC","pip","pis","pip-pis","p-s","manXplc_obs"
"VC","pip","piS","pip-piS","p-S","manXplc_obs"
"VC","pip","pit","pip-pit","p-t","plc_plos"
"VC","pip","piT","pip-piT","p-T","manXplc_obs"
"VC","pip","piv","pip-piv","p-v","voiXman"
"VC","pip","piz","pip-piz","p-z","multi"
"VC","pir","pis","pir-pis","r-s","multi"
"VC","pir","piS","pir-piS","r-S","multi"
"VC","pir","pit","pir-pit","r-t","multi"
"VC","pir","piT","pir-piT","r-T","multi"
"VC","pir","piv","pir-piv","r-v","multi"
"VC","pir","piz","pir-piz","r-z","multi"
"VC","pis","piS","pis-piS","s-S","plc_fric"
"VC","pis","pit","pis-pit","s-t","man_obs"
"VC","pis","piT","pis-piT","s-T","plc_fric"
"VC","pis","piv","pis-piv","s-v","voiXplc"
"VC","pis","piz","pis-piz","s-z","voi_fric"
"VC","piS","pit","piS-pit","S-t","manXplc_obs"
"VC","piS","piT","piS-piT","S-T","plc_fric"
"VC","piS","piv","piS-piv","S-v","voiXplc"
"VC","piS","piz","piS-piz","S-z","voiXplc"
"VC","pit","piT","pit-piT","t-T","manXplc_obs"
"VC","pit","piv","pit-piv","t-v","multi"
"VC","pit","piz","pit-piz","t-z","voiXman"
"VC","piT","piv","piT-piv","T-v","voiXplc"
"VC","piT","piz","piT-piz","T-z","voiXplc"
"VC","piv","piz","piv-piz","v-z","plc_fric"
"VC","pub","puc","pub-puc","b-c","multi"
"VC","pub","pud","pub-pud","b-d","plc_plos"
"VC","pub","puD","pub-puD","b-D","manXplc_obs"
"VC","pub","puf","pub-puf","b-f","voiXman"
"VC","pub","pug","pub-pug","b-g","plc_plos"
"VC","pub","puj","pub-puj","b-j","manXplc_obs"
"VC","pub","puk","pub-puk","b-k","voiXplc"
"VC","pub","pul","pub-pul","b-l","multi"
"VC","pub","pum","pub-pum","b-m","nasXson"
"VC","pub","pun","pub-pun","b-n","multi"
"VC","pub","puN","pub-puN","b-N","multi"
"VC","pub","pup","pub-pup","b-p","voi_plos"
"VC","pub","pur","pub-pur","b-r","multi"
"VC","pub","pus","pub-pus","b-s","multi"
"VC","pub","puS","pub-puS","b-S","multi"
"VC","pub","put","pub-put","b-t","voiXplc"
"VC","pub","puT","pub-puT","b-T","multi"
"VC","pub","puv","pub-puv","b-v","man_obs"
"VC","pub","puz","pub-puz","b-z","manXplc_obs"
"VC","puc","pud","puc-pud","c-d","multi"
"VC","puc","puD","puc-puD","c-D","multi"
"VC","puc","puf","puc-puf","c-f","manXplc_obs"
"VC","puc","pug","puc-pug","c-g","multi"
"VC","puc","puj","puc-puj","c-j","voi_aff"
"VC","puc","puk","puc-puk","c-k","manXplc_obs"
"VC","puc","pul","puc-pul","c-l","multi"
"VC","puc","pum","puc-pum","c-m","multi"
"VC","puc","pun","puc-pun","c-n","multi"
"VC","puc","puN","puc-puN","c-N","multi"
"VC","puc","pup","puc-pup","c-p","manXplc_obs"
"VC","puc","pur","puc-pur","c-r","multi"
"VC","puc","pus","puc-pus","c-s","manXplc_obs"
"VC","puc","puS","puc-puS","c-S","man_obs"
"VC","puc","put","puc-put","c-t","manXplc_obs"
"VC","puc","puT","puc-puT","c-T","manXplc_obs"
"VC","puc","puv","puc-puv","c-v","multi"
"VC","puc","puz","puc-puz","c-z","multi"
"VC","pud","puD","pud-puD","d-D","manXplc_obs"
"VC","pud","puf","pud-puf","d-f","multi"
"VC","pud","pug","pud-pug","d-g","plc_plos"
"VC","pud","puj","pud-puj","d-j","manXplc_obs"
"VC","pud","puk","pud-puk","d-k","voiXplc"
"VC","pud","pul","pud-pul","d-l","multi"
"VC","pud","pum","pud-pum","d-m","multi"
"VC","pud","pun","pud-pun","d-n","nasXson"
"VC","pud","puN","pud-puN","d-N","multi"
"VC","pud","pup","pud-pup","d-p","voiXplc"
"VC","pud","pur","pud-pur","d-r","multi"
"VC","pud","pus","pud-pus","d-s","voiXman"
"VC","pud","puS","pud-puS","d-S","multi"
"VC","pud","put","pud-put","d-t","voi_plos"
"VC","pud","puT","pud-puT","d-T","multi"
"VC","pud","puv","pud-puv","d-v","manXplc_obs"
"VC","pud","puz","pud-puz","d-z","man_obs"
"VC","puD","puf","puD-puf","D-f","voiXplc"
"VC","puD","pug","puD-pug","D-g","manXplc_obs"
"VC","puD","puj","puD-puj","D-j","manXplc_obs"
"VC","puD","puk","puD-puk","D-k","multi"
"VC","puD","pul","puD-pul","D-l","multi"
"VC","puD","pum","puD-pum","D-m","multi"
"VC","puD","pun","puD-pun","D-n","multi"
"VC","puD","puN","puD-puN","D-N","multi"
"VC","puD","pup","puD-pup","D-p","multi"
"VC","puD","pur","puD-pur","D-r","multi"
"VC","puD","pus","puD-pus","D-s","voiXplc"
"VC","puD","puS","puD-puS","D-S","voiXplc"
"VC","puD","put","puD-put","D-t","voiXman"
"VC","puD","puT","puD-puT","D-T","voi_fric"
"VC","puD","puv","puD-puv","D-v","plc_fric"
"VC","puD","puz","puD-puz","D-z","plc_fric"
"VC","puf","pug","puf-pug","f-g","multi"
"VC","puf","puj","puf-puj","f-j","multi"
"VC","puf","puk","puf-puk","f-k","manXplc_obs"
"VC","puf","pul","puf-pul","f-l","multi"
"VC","puf","pum","puf-pum","f-m","multi"
"VC","puf","pun","puf-pun","f-n","multi"
"VC","puf","puN","puf-puN","f-N","multi"
"VC","puf","pup","puf-pup","f-p","man_obs"
"VC","puf","pur","puf-pur","f-r","multi"
"VC","puf","pus","puf-pus","f-s","plc_fric"
"VC","puf","puS","puf-puS","f-S","plc_fric"
"VC","puf","put","puf-put","f-t","manXplc_obs"
"VC","puf","puT","puf-puT","f-T","plc_fric"
"VC","puf","puv","puf-puv","f-v","voi_fric"
"VC","puf","puz","puf-puz","f-z","voiXplc"
"VC","pug","puj","pug-puj","g-j","manXplc_obs"
"VC","pug","puk","pug-puk","g-k","voi_plos"
"VC","pug","pul","pug-pul","g-l","multi"
"VC","pug","pum","pug-pum","g-m","multi"
"VC","pug","pun","pug-pun","g-n","multi"
"VC","pug","puN","pug-puN","g-N","nasXson"
"VC","pug","pup","pug-pup","g-p","voiXplc"
"VC","pug","pur","pug-pur","g-r","multi"
"VC","pug","pus","pug-pus","g-s","multi"
"VC","pug","puS","pug-puS","g-S","multi"
"VC","pug","put","pug-put","g-t","voiXplc"
"VC","pug","puT","pug-puT","g-T","multi"
"VC","pug","puv","pug-puv","g-v","manXplc_obs"
"VC","pug","puz","pug-puz","g-z","manXplc_obs"
"VC","puj","puk","puj-puk","j-k","multi"
"VC","puj","pul","puj-pul","j-l","multi"
"VC","puj","pum","puj-pum","j-m","multi"
"VC","puj","pun","puj-pun","j-n","multi"
"VC","puj","puN","puj-puN","j-N","multi"
"VC","puj","pup","puj-pup","j-p","multi"
"VC","puj","pur","puj-pur","j-r","multi"
"VC","puj","pus","puj-pus","j-s","multi"
"VC","puj","puS","puj-puS","j-S","voiXman"
"VC","puj","put","puj-put","j-t","voiXman"
"VC","puj","puT","puj-puT","j-T","multi"
"VC","puj","puv","puj-puv","j-v","manXplc_obs"
"VC","puj","puz","puj-puz","j-z","manXplc_obs"
"VC","puk","pul","puk-pul","k-l","multi"
"VC","puk","pum","puk-pum","k-m","multi"
"VC","puk","pun","puk-pun","k-n","multi"
"VC","puk","puN","puk-puN","k-N","multi"
"VC","puk","pup","puk-pup","k-p","plc_plos"
"VC","puk","pur","puk-pur","k-r","multi"
"VC","puk","pus","puk-pus","k-s","manXplc_obs"
"VC","puk","puS","puk-puS","k-S","manXplc_obs"
"VC","puk","put","puk-put","k-t","plc_plos"
"VC","puk","puT","puk-puT","k-T","manXplc_obs"
"VC","puk","puv","puk-puv","k-v","multi"
"VC","puk","puz","puk-puz","k-z","multi"
"VC","pul","pum","pul-pum","l-m","manXplc_son"
"VC","pul","pun","pul-pun","l-n","nasXlat"
"VC","pul","puN","pul-puN","l-N","manXplc_son"
"VC","pul","pup","pul-pup","l-p","multi"
"VC","pul","pur","pul-pur","l-r","man_son"
"VC","pul","pus","pul-pus","l-s","multi"
"VC","pul","puS","pul-puS","l-S","multi"
"VC","pul","put","pul-put","l-t","multi"
"VC","pul","puT","pul-puT","l-T","multi"
"VC","pul","puv","pul-puv","l-v","multi"
"VC","pul","puz","pul-puz","l-z","multi"
"VC","pum","pun","pum-pun","m-n","plc_nas"
"VC","pum","puN","pum-puN","m-N","plc_nas"
"VC","pum","pup","pum-pup","m-p","multi"
"VC","pum","pur","pum-pur","m-r","manXplc_son"
"VC","pum","pus","pum-pus","m-s","multi"
"VC","pum","puS","pum-puS","m-S","multi"
"VC","pum","put","pum-put","m-t","multi"
"VC","pum","puT","pum-puT","m-T","multi"
"VC","pum","puv","pum-puv","m-v","multi"
"VC","pum","puz","pum-puz","m-z","multi"
"VC","pun","puN","pun-puN","n-N","plc_nas"
"VC","pun","pup","pun-pup","n-p","multi"
"VC","pun","pur","pun-pur","n-r","man_son"
"VC","pun","pus","pun-pus","n-s","multi"
"VC","pun","puS","pun-puS","n-S","multi"
"VC","pun","put","pun-put","n-t","multi"
"VC","pun","puT","pun-puT","n-T","multi"
"VC","pun","puv","pun-puv","n-v","multi"
"VC","pun","puz","pun-puz","n-z","multi"
"VC","puN","pup","puN-pup","N-p","multi"
"VC","puN","pur","puN-pur","N-r","manXplc_son"
"VC","puN","pus","puN-pus","N-s","multi"
"VC","puN","puS","puN-puS","N-S","multi"
"VC","puN","put","puN-put","N-t","multi"
"VC","puN","puT","puN-puT","N-T","multi"
"VC","puN","puv","puN-puv","N-v","multi"
"VC","puN","puz","puN-puz","N-z","multi"
"VC","pup","pur","pup-pur","p-r","multi"
"VC","pup","pus","pup-pus","p-s","manXplc_obs"
"VC","pup","puS","pup-puS","p-S","manXplc_obs"
"VC","pup","put","pup-put","p-t","plc_plos"
"VC","pup","puT","pup-puT","p-T","manXplc_obs"
"VC","pup","puv","pup-puv","p-v","voiXman"
"VC","pup","puz","pup-puz","p-z","multi"
"VC","pur","pus","pur-pus","r-s","multi"
"VC","pur","puS","pur-puS","r-S","multi"
"VC","pur","put","pur-put","r-t","multi"
"VC","pur","puT","pur-puT","r-T","multi"
"VC","pur","puv","pur-puv","r-v","multi"
"VC","pur","puz","pur-puz","r-z","multi"
"VC","pus","puS","pus-puS","s-S","plc_fric"
"VC","pus","put","pus-put","s-t","man_obs"
"VC","pus","puT","pus-puT","s-T","plc_fric"
"VC","pus","puv","pus-puv","s-v","voiXplc"
"VC","pus","puz","pus-puz","s-z","voi_fric"
"VC","puS","put","puS-put","S-t","manXplc_obs"
"VC","puS","puT","puS-puT","S-T","plc_fric"
"VC","puS","puv","puS-puv","S-v","voiXplc"
"VC","puS","puz","puS-puz","S-z","voiXplc"
"VC","put","puT","put-puT","t-T","manXplc_obs"
"VC","put","puv","put-puv","t-v","multi"
"VC","put","puz","put-puz","t-z","voiXman"
"VC","puT","puv","puT-puv","T-v","voiXplc"
"VC","puT","puz","puT-puz","T-z","voiXplc"
"VC","puv","puz","puv-puz","v-z","plc_fric"
